nivel,path,titulo,detalle,responsables
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > CÁMARA NACIONAL EN LO PENAL ECONÓMICO > SALAS,SALA B - PENAL ECONÓMICO,"Av. De Los Inmigrantes 1950, 3er. piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6441 | cnpenalec.salab@pjn.gov.ar","Nombre: Dr. Hornos, Roberto Enrique | Cargo: Vocal | Tel: Dr. Hornos, Roberto Enrique | Email:  | Teléfono: 4130-6114 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dra. Robiglio, Carolina Laura Inés | Cargo: Vocal | Tel: Dra. Robiglio, Carolina Laura Inés | Email:  | Teléfono: 4130-6113 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dra. Basso Craig, Marcela | Cargo: Secretario | Tel: Dra. Basso Craig, Marcela | Email:  | Teléfono: 4130-6115 | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dr. Villella, Guillermo Ricardo | Cargo: Secretario | Tel: Dr. Villella, Guillermo Ricardo | Email:  | Teléfono: 4130-6216 | Email:  | Cargo: Secretario de Cámara | Situación: Interino; Nombre: Dr. Roldan, Federico | Cargo: Secretario | Tel: Dr. Roldan, Federico | Email:  | Teléfono: 4130-6229 | Email:  | Cargo: Secretario | Situación: Contratado; Nombre: Dra. Dankert, Maria Veronica | Cargo: Prosecretario de Cámara | Tel: Dra. Dankert, Maria Veronica | Email:  | Teléfono: 4130-6246 | Email:  | Cargo: Prosecretario de Cámara | Situación: Contratado; Nombre: Dra. De Oyarbide Castillo, Constanza | Cargo: Prosecretario de Cámara | Tel: Dra. De Oyarbide Castillo, Constanza | Email:  | Teléfono: 4130-6246 | Email:  | Cargo: Prosecretario de Cámara | Situación: Contratado; Nombre: Dra. Canella, Rosana Maria | Cargo: Prosecretario de Cámara | Tel: Dra. Canella, Rosana Maria | Email:  | Teléfono: 4130-6229 | Email:  | Cargo: Prosecretario de Cámara | Situación: Interino"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS,JUZGADO PENAL ECONÓMICO NRO. 1,"Av. De Los Inmigrantes 1950, 3° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6122/25 | jnpenalec1@pjn.gov.ar","Nombre: Dr. Beron de Astrada, Ezequiel | Cargo: Juez | Tel: Dr. Beron de Astrada, Ezequiel | Email:  | Teléfono: 4130-6119 | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 1,SECRETARÍA NRO. 1,"Av. De Los Inmigrantes 1950, 3° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6122","Nombre: Dr. Caruso, Federico Guillermo | Cargo: Secretario | Tel: Dr. Caruso, Federico Guillermo | Email:  | Teléfono: 4130-6120/21/22 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 1,SECRETARÍA NRO. 2,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6123","Nombre: Dra. Rosito Peralta Urquiza, Maria Valeria | Cargo: Secretario | Tel: Dra. Rosito Peralta Urquiza, Maria Valeria | Email:  | Teléfono: 4130-6123/6125 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS,JUZGADO PENAL ECONÓMICO NRO. 2,"Av. De Los Inmigrantes 1950, 2º Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6455/6458 | jnpenalec2@pjn.gov.ar","Nombre: Dr. Yadarola, Pablo | Cargo: Juez | Tel: Dr. Yadarola, Pablo | Email: jnpenalec2@pjn.gov.ar | Teléfono: 4130-6452 | Email: jnpenalec2@pjn.gov.ar | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 2,SECRETARÍA NRO. 3,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6455","Nombre: Dr. Mazzucco, Damián M. | Cargo: Secretario | Tel: Dr. Mazzucco, Damián M. | Email: damian.mazzucco@pjn.gov.ar | Teléfono: 0297 446-2208 | Email: damian.mazzucco@pjn.gov.ar | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 2,SECRETARÍA NRO. 4,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6458","Nombre: Dr. Pandiella, Hernan Vicente | Cargo: Secretario | Tel: Dr. Pandiella, Hernan Vicente | Email:  | Teléfono: 4130-6456/6458 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS,JUZGADO PENAL ECONÓMICO NRO. 3,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6522/6529 | jnpenalec3@pjn.gov.ar","Nombre: Dr. Caputo, Rafael Francisco | Cargo: Juez | Tel: Dr. Caputo, Rafael Francisco | Email:  | Teléfono: 4130-6284/6285 | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 3,SECRETARÍA NRO. 5,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6526/6529","Nombre: Dra. Berlingieri, Rosana Verónica | Cargo: Secretario | Tel: Dra. Berlingieri, Rosana Verónica | Email:  | Teléfono: 4130-6524/6526 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 3,SECRETARÍA NRO. 6,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6526/6529","Nombre: Dr. González Gusmerotti, José Luis | Cargo: Secretario | Tel: Dr. González Gusmerotti, José Luis | Email:  | Teléfono: 4130-6528 | Email:  | Cargo: Secretario | Situación: Efectivo"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS,JUZGADO PENAL ECONÓMICO NRO. 4,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6130/6133 | jnpenalec4@pjn.gov.ar","Nombre: Dr. Catania, Alejandro J. | Cargo: Juez | Tel: Dr. Catania, Alejandro J. | Email:  | Teléfono: 4130-6126/6127 | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Interino"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 4,SECRETARÍA NRO. 7,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6130/6133","Nombre: Dr. Palazzi, Fernando SEbastián | Cargo: Secretario | Tel: Dr. Palazzi, Fernando SEbastián | Email:  | Teléfono: 4130-6129 | Email:  | Cargo: Secretario | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 4,SECRETARÍA NRO. 8,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6130/6133","Nombre: Dr. Fera Gomez, Diego Martín | Cargo: Secretario | Tel: Dr. Fera Gomez, Diego Martín | Email:  | Teléfono: 4130-6131/6133 | Email:  | Cargo: Secretario | Situación: Efectivo"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS,JUZGADO PENAL ECONÓMICO NRO. 5,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6138 / 4130-6141 | jnpenalec5@pjn.gov.ar","Nombre: Dr. Amarante, Diego Alejandro | Cargo: Juez | Tel: Dr. Amarante, Diego Alejandro | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 5,SECRETARÍA NRO. 9,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6141","Nombre: Dra. Nicocia, Laura Irene | Cargo: Secretario | Tel: Dra. Nicocia, Laura Irene | Email:  | Teléfono: (011)4130-6140 | Email:  | Cargo: Secretario | Situación: Efectivo; Nombre: Dra. De Rosa, Viviana Carla | Cargo: Secretario | Tel: Dra. De Rosa, Viviana Carla | Email: viviana.derosa@pjn.gov.ar | Teléfono: 4130-6139 | Email: viviana.derosa@pjn.gov.ar | Cargo: Secretario | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 5,SECRETARÍA NRO. 10,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6138","Nombre: Dra. Dato, Maria Ines | Cargo: Secretario | Tel: Dra. Dato, Maria Ines | Email: maria.dato@pjn.gov.ar | Teléfono: 4130-6136 | Email: maria.dato@pjn.gov.ar | Cargo: Secretario | Situación: Interino; Nombre: Dr. Laiño Dondiz, Manuel | Cargo: Secretario | Tel: Dr. Laiño Dondiz, Manuel | Email: dondiz.laino@pjn.gov.ar | Teléfono: 4130-3137 | Email: dondiz.laino@pjn.gov.ar | Cargo: Secretario | Situación: Interino"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS,JUZGADO PENAL ECONÓMICO NRO. 6,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6146/6149 | jnpenalec6@pjn.gov.ar","Nombre: Dr. Aguinsky, Marcelo Ignacio | Cargo: Juez | Tel: Dr. Aguinsky, Marcelo Ignacio | Email:  | Teléfono: 4130-6142/6143 | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 6,SECRETARÍA NRO. 11,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6146","Nombre: Dr. Krause Mayol , Javier G. | Cargo: Secretario | Tel: Dr. Krause Mayol , Javier G. | Email:  | Teléfono: 4130-6144/6145/6146 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 6,SECRETARÍA NRO. 12,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6149","Nombre: Dr. Brugo, Guillermo Diego | Cargo: Secretario | Tel: Dr. Brugo, Guillermo Diego | Email:  | Teléfono: 4130-6147/48/49 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS,JUZGADO PENAL ECONÓMICO NRO. 7,"Av. De Los Inmigrantes 1950, 2° piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6280/6283 | jnpenalec7@pjn.gov.ar","Nombre: Dr. Galván Greenway, Juan Pedro | Cargo: Juez | Tel: Dr. Galván Greenway, Juan Pedro | Email:  | Teléfono: 4130-6277 | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 7,SECRETARÍA NRO. 13,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6280","Nombre: Dra. Zabala Duffau, Andrea M. | Cargo: Secretario | Tel: Dra. Zabala Duffau, Andrea M. | Email:  | Teléfono: 4130/6278/79/80 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 7,SECRETARÍA NRO. 14,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6283","Nombre: Dra. Carbajales , María Inés | Cargo: Secretario | Tel: Dra. Carbajales , María Inés | Email:  | Teléfono: 4130-6281/82/83 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS,JUZGADO PENAL ECONÓMICO NRO. 8,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6288/6291 | jnpenalec8@pjn.gov.ar","Nombre: Dr. Meirovich, Gustavo Darìo | Cargo: Juez | Tel: Dr. Meirovich, Gustavo Darìo | Email:  | Teléfono: 4130-6284/6285 | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 8,SECRETARÍA NRO. 15,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6287","Nombre: Dra. García, Verónica Georgina Luján | Cargo: Secretario | Tel: Dra. García, Verónica Georgina Luján | Email: veronica.garcia@pjn.gov.ar | Teléfono: 4130-6287 | Email: veronica.garcia@pjn.gov.ar | Cargo: Secretario | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 8,SECRETARÍA NRO. 16,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6291","Nombre: Dra. Hendler, Martha Lorena | Cargo: Secretario | Tel: Dra. Hendler, Martha Lorena | Email:  | Teléfono: 4130-6290 | Email:  | Cargo: Secretario | Situación: Interino"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS,JUZGADO PENAL ECONÓMICO NRO. 9,"Sarmiento 1118, 3° PISO (C1041AAX) | Ciudad Autónoma de Buenos Aires | 4124-7070 | jnpenaleconomico9@pjn.gov.ar","Nombre: Dr. López Biscayart, Javier | Cargo: Juez | Tel: Dr. López Biscayart, Javier | Email:  | Teléfono: 4124-7070 | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 9,SECRETARÍA NRO. 17,,"Nombre: Dra. Chaij, Mariana Leonor | Cargo: Secretario | Tel: Dra. Chaij, Mariana Leonor | Email:  | Teléfono: 4124-7063 | Email:  | Cargo: Secretario de Juzgado | Situación: Contratado; Nombre: Dra. Esposito, Anabella Elizabeth | Cargo: Secretario | Tel: Dra. Esposito, Anabella Elizabeth | Email:  | Teléfono: 4124-7068 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 9,SECRETARÍA NRO. 18,,"Nombre: Dr. Diaz, Máximo Nicolas | Cargo: Secretario | Tel: Dr. Diaz, Máximo Nicolas | Email:  | Teléfono: 4124-7094 | Email:  | Cargo: Secretario | Situación: Contratado"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS,JUZGADO PENAL ECONÓMICO NRO. 10,"Sarmiento 1118, 3° Piso (C1041AAX) | Ciudad Autónoma de Buenos Aires | 4124-7079/7078/7075 | jnpenaleconomico10@pjn.gov.ar",
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 10,SECRETARÍA NRO. 19,,"Nombre: Dra. Garzon, Nancy Beatriz | Cargo: Secretario | Tel: Dra. Garzon, Nancy Beatriz | Email: jnpenaleconomico10.sec19@pjn.gov.ar | Teléfono: 4124-7078/7079 | Email: jnpenaleconomico10.sec19@pjn.gov.ar | Cargo: Secretario | Situación: Contratado; Nombre: Dr. Jorge, Leonardo | Cargo: Secretario | Tel: Dr. Jorge, Leonardo | Email:  | Teléfono: 4032-7677 | Email:  | Cargo: Secretario de Juzgado | Situación: Interino"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 10,SECRETARÍA NRO. 20,jnpenaleconomico10.sec20@pjn.gov.ar,"Nombre: Dra. Romero, Sandra | Cargo: Secretario | Tel: Dra. Romero, Sandra | Email:  | Teléfono: 4124-7078/7079 | Email:  | Cargo: Secretario de Juzgado | Situación: Interino"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS,JUZGADO PENAL ECONÓMICO NRO. 11,"Sarmiento 1118, 3° Piso (C1041AAX) | Ciudad Autónoma de Buenos Aires | 4124-7089 | jnpenaleconomico11@pjn.gov.ar","Nombre: Dra. Straccia, Maria Veronica | Cargo: Juez | Tel: Dra. Straccia, Maria Veronica | Email:  | Teléfono: 4124-7081/7083 | Email:  | Cargo: Juez de Cámara | Situación: Interino"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 11,SECRETARÍA NRO. 21,,"Nombre: Dra. Barczuk, María Desirée | Cargo: Secretario | Tel: Dra. Barczuk, María Desirée | Email: jnpenaleconomico11.sec21@pjn.gov.ar | Teléfono: 4124-7081/7089 | Email: jnpenaleconomico11.sec21@pjn.gov.ar | Cargo: Secretario de Juzgado | Situación: Contratado"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > JUZGADOS > JUZGADO PENAL ECONÓMICO NRO. 11,SECRETARÍA NRO. 22,,"Nombre: Dra. Licata Caruso, Carla | Cargo: Secretario | Tel: Dra. Licata Caruso, Carla | Email: jnpenaleconomico11.sec22@pjn.gov.ar | Teléfono: 4124-7081/7089 | Email: jnpenaleconomico11.sec22@pjn.gov.ar | Cargo: Secretario de Juzgado | Situación: Contratado"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > TRIBUNALES ORALES,TRIBUNAL ORAL EN LO PENAL ECONÓMICO NRO. 1,"Comodoro Py 2002, 3 (C1104BEN) | Ciudad Autónoma de Buenos Aires | 4032-7345 | topenalec1@pjn.gov.ar","Nombre: Dr. Fornari, Ignacio Carlos | Cargo: Presidente | Tel: Dr. Fornari, Ignacio Carlos | Email:  | Teléfono: 4032-7337 y 4032-7338 | Email:  | Cargo: Juez de Cámara | Situación: Subrogante; Nombre: Dr. García Berro, Diego | Cargo: Vocal | Tel: Dr. García Berro, Diego | Email:  | Teléfono: 4032-7339 y 4032-7344 | Email:  | Cargo: Juez de Cámara | Situación: Subrogante; Nombre: Dra. Godoy, María Ximena | Cargo: Secretario | Tel: Dra. Godoy, María Ximena | Email:  | Teléfono: 4032-7343 | Email:  | Cargo: Secretario | Situación: Efectivo; Nombre: Dr. Zabala, Jorge Alejandro | Cargo: Juez Subrogante | Tel: Dr. Zabala, Jorge Alejandro | Email:  | Teléfono: 4032-7341 y 4032-7342 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Sr. López, José Andrés | Cargo: Secretario | Tel: Sr. López, José Andrés | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dr. Bello, Lucas | Cargo: Secretario | Tel: Dr. Bello, Lucas | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dra. Calaon, Mariana | Cargo: Secretario | Tel: Dra. Calaon, Mariana | Email:  | Teléfono: 4032-7363 | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dr. Larrabure, Francisco Agustín | Cargo: Secretario | Tel: Dr. Larrabure, Francisco Agustín | Email:  | Teléfono:  | Email:  | Cargo: Secretario | Situación: Efectivo; Nombre: Dra. Rodríguez Pacilly, María Agustina | Cargo: Secretario | Tel: Dra. Rodríguez Pacilly, María Agustina | Email:  | Teléfono:  | Email:  | Cargo: Prosecretario Administrativo | Situación: Ad honorem"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > TRIBUNALES ORALES,TRIBUNAL ORAL EN LO PENAL ECONÓMICO NRO. 2,Comodoro Py 2002 (C1104BEN) | Ciudad Autónoma de Buenos Aires | Secretaria de juicio - 4032-7354 Secretaría de Ejecución - 4032-7589 | topenalec2@pjn.gov.ar,"Nombre: Dr. Losada, Luis Gustavo | Cargo: Presidente | Tel: Dr. Losada, Luis Gustavo | Email:  | Teléfono:  | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dra. Smith, María Alejandra | Cargo: Secretario | Tel: Dra. Smith, María Alejandra | Email:  | Teléfono: 4032-7352 | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dr. Laiño, Lauro Fernan | Cargo: Secretario | Tel: Dr. Laiño, Lauro Fernan | Email:  | Teléfono: 4302-7589 | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dra. Rombolá, Carolina Andrea | Cargo: Secretario | Tel: Dra. Rombolá, Carolina Andrea | Email:  | Teléfono: 4032-7354 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dra. Durao, Dolores | Cargo: Secretario | Tel: Dra. Durao, Dolores | Email:  | Teléfono: 4032-7354 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dra. Perilli, Karina Rosario | Cargo: Juez Subrogante | Tel: Dra. Perilli, Karina Rosario | Email:  | Teléfono: 4032-7363 / 7362 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. García Berro, Diego | Cargo: Juez Subrogante | Tel: Dr. García Berro, Diego | Email:  | Teléfono: 4032-7339 y 4032-7344 | Email:  | Cargo: Juez de Cámara | Situación: Subrogante"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO PENAL ECONÓMICO > TRIBUNALES ORALES,TRIBUNAL ORAL EN LO PENAL ECONÓMICO NRO. 3,"Comodoro Py 2002, 7° piso (C1104BEN) | Ciudad Autónoma de Buenos Aires | 4032-7363 / 7362 | topenalec3@pjn.gov.ar","Nombre: Dra. Perilli, Karina Rosario | Cargo: Presidente | Tel: Dra. Perilli, Karina Rosario | Email:  | Teléfono: 4032-7363 / 7362 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Zabala, Jorge Alejandro | Cargo: Vicepresidente | Tel: Dr. Zabala, Jorge Alejandro | Email:  | Teléfono: 4032-7341 y 4032-7342 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Mercader, Patricio Hernan | Cargo: Secretario | Tel: Dr. Mercader, Patricio Hernan | Email:  | Teléfono: 4032-7356 | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dr. Botello, Eduardo Emilio | Cargo: Secretario | Tel: Dr. Botello, Eduardo Emilio | Email:  | Teléfono: 4032-7202//4032-7363 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dr. Idoyaga Molina, Rodrigo | Cargo: Prosecretario Letrado | Tel: Dr. Idoyaga Molina, Rodrigo | Email:  | Teléfono: 4032-7361 | Email:  | Cargo: Prosecretario Letrado | Situación: Efectivo; Nombre: Dra. Arancibia, Fernanda Alejandra | Cargo: Secretario | Tel: Dra. Arancibia, Fernanda Alejandra | Email:  | Teléfono: 4032-7677 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dra. da Rocha, Maria Clara | Cargo: Secretario | Tel: Dra. da Rocha, Maria Clara | Email:  | Teléfono: 4032-7363/58 | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo"
2,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL FEDERAL,CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL FEDERAL,Comodoro Py 2002 (C1104BEN) | Ciudad Autónoma de Buenos Aires | 4032 7575,"Nombre: Dr. Llorens, Mariano | Cargo: Presidente | Tel: Dr. Llorens, Mariano | Email:  | Teléfono: 4032-7512 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Farah, Eduardo Guillermo | Cargo: Vicepresidente 1ro. | Tel: Dr. Farah, Eduardo Guillermo | Email:  | Teléfono: 4032-7517 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Boico, Roberto | Cargo: Vicepresidente 2do. | Tel: Dr. Boico, Roberto | Email:  | Teléfono: 4032-7402 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo"
