numero_expediente,orden,fecha_radicacion,tribunal,fiscal_nombre,fiscalia
CFP 2791/2024,1,2024-07-15,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DRA. MARIA PALOMA OCHOA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 10
CFP 2742/2024,1,2024-07-11,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DRA. MARIA PALOMA OCHOA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 10
CFP 2702/2024,1,2024-07-08,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DRA. MARIA PALOMA OCHOA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 10
CFP 2682/2024,1,2025-02-28,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 3,Fiscal: DR. CARLOS A. RIVOLO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 2
CFP 2652/2024,1,2024-07-04,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 8,Fiscal: DR GUILLERMO F. MARIJUAN,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 9
CFP 2624/2024,1,2024-09-20,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 12,Fiscal: DR. FRANCO PICARDI,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 5
CFP 2587/2024,1,2024-07-01,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 9,Fiscal: DR. EDUARDO RAUL TAIANO (SUBROGANTE),FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 8
CFP 2488/2024,1,2024-06-25,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DRA. MARIA PALOMA OCHOA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 10
CFP 2486/2024,1,2024-06-25,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DRA. MARIA PALOMA OCHOA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 10
CFP 2423/2024,1,2024-06-19,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DRA. MARIA PALOMA OCHOA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 10
CFP 2372/2024,1,2024-09-09,CAMARA FEDERAL DE TUCUMAN,nan,nan
CFP 2372/2024,2,2024-09-09,CAMARA FEDERAL DE TUCUMAN,nan,nan
CFP 2372/2024,3,2024-08-28,JUZGADO FEDERAL 1 DE SANTIAGO DEL ESTERO,"Fiscal: SIMON, PEDRO EUGENIO",FISCALIA FEDERAL Nº 1 DE SANTIAGO DEL ESTERO
CFP 2265/2024,1,2024-08-30,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 2265/2024,2,2024-06-10,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DRA. MARIA PALOMA OCHOA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 10
CFP 2223/2024,1,2024-06-07,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 3,Fiscal: DR. CARLOS A. RIVOLO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 2
CFP 2115/2024,1,2024-06-03,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DRA. MARIA PALOMA OCHOA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 10
CFP 2089/2024,1,2024-05-31,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 6,Fiscal: DR. GERARDO DAVID POLLICITA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 11
CCC 1833/2024,1,2024-03-26,JUZGADO CRIMINAL Y CORRECCIONAL 34,Fiscal: DR. ANDRES E. MADREA,FISCALIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL N° 14
CFP 1612/2024,1,2024-04-30,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 3,Fiscal: DR. CARLOS A. RIVOLO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 2
CFP 1521/2024,1,2024-04-23,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 1,Fiscal: DR. CARLOS ERNESTO STORNELLI,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 4
CFP 1208/2024,1,2024-05-21,CAMARA FEDERAL DE CASACION PENAL SALA 1,Fiscal: DR. JAVIER AUGUSTO DE LUCA,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 4
CFP 1208/2024,2,2024-04-16,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 1208/2024,3,2024-04-08,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 2,Fiscal: DR. EDUARDO RAUL TAIANO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 3
CFP 1058/2024,1,2024-03-25,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 11,Fiscal: DR. FEDERICO DELGADO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 6
CFP 991/2024,1,2024-03-20,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 9,Fiscal: DR. EDUARDO RAUL TAIANO (SUBROGANTE),FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 8
CFP 933/2024,1,2024-03-18,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 1,Fiscal: DR. CARLOS ERNESTO STORNELLI,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 4
CFP 736/2024,1,2024-03-04,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 9,Fiscal: DR. EDUARDO RAUL TAIANO (SUBROGANTE),FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 8
CFP 649/2024,1,2024-02-27,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DRA. MARIA PALOMA OCHOA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 10
CFP 615/2024,1,2024-04-26,JUZGADO FEDERAL DE SALTA 1,Fiscal: DR. CARLOS AMAD,UNIDAD FISCAL FEDERAL DE SALTA
CFP 610/2024,1,2024-02-23,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 9,Fiscal: DR. EDUARDO RAUL TAIANO (SUBROGANTE),FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 8
CFP 606/2024,1,2024-02-23,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DRA. MARIA PALOMA OCHOA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 10
CFP 568/2024,1,2024-02-20,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 11,Fiscal: DR. FEDERICO DELGADO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 6
CFP 550/2024,1,2024-11-04,JUZGADO FEDERAL DE RIO GALLEGOS,Fiscal: DR. JULIO ZARATE,FISCALIA FEDERAL DE RIO GALLEGOS
CFP 550/2024,2,2024-05-02,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 531/2024,1,2024-02-16,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 9,Fiscal: DR. EDUARDO RAUL TAIANO (SUBROGANTE),FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 8
CFP 482/2024,1,2024-02-14,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 9,Fiscal: DR. EDUARDO RAUL TAIANO (SUBROGANTE),FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 8
CFP 464/2024,1,2024-02-09,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DRA. MARIA PALOMA OCHOA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 10
CFP 415/2024,1,2024-02-07,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 9,Fiscal: DR. EDUARDO RAUL TAIANO (SUBROGANTE),FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 8
CFP 414/2024,1,2024-03-21,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 10,Fiscal: DR. RAMIRO GONZALEZ,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 7
CFP 389/2024,1,2024-02-07,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DRA. MARIA PALOMA OCHOA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 10
CFP 382/2024,1,2024-02-06,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DRA. MARIA PALOMA OCHOA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 10
CFP 349/2024,1,2024-02-07,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 9,Fiscal: DR. EDUARDO RAUL TAIANO (SUBROGANTE),FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 8
CFP 326/2024,1,2024-02-02,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 9,Fiscal: DR. EDUARDO RAUL TAIANO (SUBROGANTE),FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 8
CFP 321/2024,1,2025-03-20,JUZGADO FEDERAL DE MAR DEL PLATA 1,Fiscal: DRA. MAZZAFERRI LAURA,UNIDAD FISCAL MAR DEL PLATA
CFP 321/2024,2,2024-08-07,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 302/2024,1,2024-02-01,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 9,Fiscal: DR. EDUARDO RAUL TAIANO (SUBROGANTE),FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 8
CFP 248/2024,1,2024-04-05,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 248/2024,2,2024-04-05,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 248/2024,3,2024-01-25,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DRA. MARIA PALOMA OCHOA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 10
CFP 143/2024,1,2024-02-22,JUZGADO FEDERAL DE PRESIDENCIA ROQUE SAENZ PENA,Fiscal: Dr. Carlos Martin Amad,FISCALIA FEDERAL DE ROQUE SAENZ PEÑA
CFP 15/2024,1,2024-01-03,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 9,Fiscal: DR. EDUARDO RAUL TAIANO (SUBROGANTE),FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 8
FRO 32511/2023,1,2024-04-10,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 6,Fiscal: DR. GERARDO DAVID POLLICITA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 11
FBB 7839/2023,1,2024-07-10,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 2,Fiscal: DR. EDUARDO RAUL TAIANO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 3
FBB 7007/2023,1,2025-04-25,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 2,Fiscal: DR. EDUARDO RAUL TAIANO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 3
CFP 4625/2023,1,2024-03-14,JUZGADO FEDERAL EN LO CRIM. Y CORR. DE MORON 2,Fiscal: DR. SEBASTIAN BASSO,FISCALIA FEDERAL N° 1 - MORON
CFP 4623/2023,1,2024-02-19,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR. GERARDO DAVID POLLICITA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 11
CFP 4606/2023,1,2023-12-28,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 6,Fiscal: DRA. MARIA ALEJANDRA MANGANO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 12
CFP 4584/2023,1,2023-12-27,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR. GERARDO DAVID POLLICITA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 11
CFP 4362/2023,1,2023-12-11,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 6,Fiscal: DRA. MARIA ALEJANDRA MANGANO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 12
CFP 4289/2023,1,2023-12-05,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 4,Fiscal: DR. CARLOS A. RIVOLO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 2
CFP 4182/2023,1,2023-12-20,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 1,Fiscal: DR. FRANCO PICARDI,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 5
CFP 4057/2023,1,2024-12-12,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 3,Fiscal: DR. CARLOS A. RIVOLO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 2
CFP 4057/2023,2,2024-11-20,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 4057/2023,3,2023-11-17,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 9,Fiscal: DR GUILLERMO F. MARIJUAN,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 9
CFP 3718/2023,1,2023-10-24,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 11,Fiscal: DR. RAMIRO GONZALEZ,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 7
CFP 3693/2023,1,2023-10-20,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 1,Fiscal: DR. FRANCO PICARDI,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 5
CFP 3466/2023,1,2025-05-07,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 4,Fiscal: DRA. MARIA ALEJANDRA MANGANO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 12
CFP 3466/2023,2,2024-09-16,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 3466/2023,3,2023-10-03,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 9,Fiscal: DR GUILLERMO F. MARIJUAN,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 9
CFP 3236/2023,1,2023-09-14,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR. GERARDO DAVID POLLICITA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 11
CFP 3235/2023,1,2023-09-18,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 12,Fiscal: DR. FEDERICO DELGADO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 6
CFP 3164/2023,1,2023-09-08,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR. GERARDO DAVID POLLICITA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 11
CFP 3145/2023,1,2023-09-08,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR. GERARDO DAVID POLLICITA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 11
CFP 3034/2023,1,2023-08-31,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR. GERARDO DAVID POLLICITA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 11
CFP 2929/2023,1,2023-08-28,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR. GERARDO DAVID POLLICITA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 11
CFP 2805/2023,1,2023-08-17,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 9,Fiscal: DR GUILLERMO F. MARIJUAN,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 9
CFP 2732/2023,1,2024-09-09,CAMARA FEDERAL DE CASACION PENAL SALA 1,Fiscal: Dr. RAUL OMAR PLEE - SUBROGANTE,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 3
CFP 2732/2023,2,2024-05-29,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 2732/2023,3,2024-05-23,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 2732/2023,4,2023-11-01,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 5,Fiscal: DR. RAMIRO GONZALEZ,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 1
CFP 2716/2023,1,2024-03-19,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 24,Fiscal: DRA. ANA HELENA DIAZ CANO,FISCALIA ANTE TRIB. ORAL. EN LO CRIM. DE CAP. FED. N° 15
CFP 2716/2023,2,2023-08-10,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 5,Fiscal: DR. RAMIRO GONZALEZ,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 1
CFP 2702/2023,1,2024-09-25,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 6,Fiscal: DRA. GABRIELA BEATRIZ BAIGUN,FISCALIA ANTE LOS TRIB. ORALES EN LO CRIM. FED. N° 3
CFP 2702/2023,2,2024-08-12,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 2702/2023,3,2023-08-10,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 9,Fiscal: DR GUILLERMO F. MARIJUAN,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 9
CFP 2614/2023,1,2023-08-04,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 5,Fiscal: DR. RAMIRO GONZALEZ,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 1
CFP 2567/2023,1,2023-08-03,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 5,Fiscal: DR. RAMIRO GONZALEZ,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 1
CFP 2563/2023,1,2023-08-03,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 10,Fiscal: DR. EDUARDO RAUL TAIANO (SUBROGANTE),FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 8
CFP 2560/2023,1,2023-08-03,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 8,Fiscal: DRA. MARIA PALOMA OCHOA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 10
CFP 2545/2023,1,2023-11-01,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR. GERARDO DAVID POLLICITA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 11
CFP 2513/2023,1,2023-07-31,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 9,Fiscal: DR GUILLERMO F. MARIJUAN,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 9
CFP 2506/2023,1,2023-07-28,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR. GERARDO DAVID POLLICITA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 11
CFP 2503/2023,1,2023-07-28,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR. GERARDO DAVID POLLICITA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 11
CFP 2411/2023,1,2023-08-07,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 1,Fiscal: DR. RAMIRO GONZALEZ,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 1
CFP 2367/2023,1,2024-12-18,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR. GERARDO DAVID POLLICITA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 11
CFP 2367/2023,2,2023-11-06,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 2367/2023,3,2023-11-06,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 2324/2023,1,2023-07-12,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 5,Fiscal: DR. RAMIRO GONZALEZ,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 1
CFP 2099/2023,1,2023-10-05,CAMARA FEDERAL DE CASACION PENAL SALA 4,Fiscal: Dr. RAUL OMAR PLEE - SUBROGANTE,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 3
CFP 2099/2023,2,2023-08-30,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 2099/2023,3,2023-06-22,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DRA. MARIA ALEJANDRA MANGANO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 12
CFP 2022/2023,1,2023-06-15,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 1,Fiscal: DR. FRANCO PICARDI,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 5
CFP 1977/2023,1,2023-06-16,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 1,Fiscal: DR. FRANCO PICARDI,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 5
CFP 1963/2023,1,2023-06-09,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 1,Fiscal: DR. FRANCO PICARDI,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 5
CFP 1823/2023,1,2023-06-01,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 1,Fiscal: DR. FRANCO PICARDI,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 5
CFP 1818/2023,1,2025-08-26,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5,Fiscal: DR. DIEGO VELASCO,FISCALIA ANTE LOS TRIB. ORALES EN LO CRIM. FED. N° 6
CFP 1818/2023,2,2023-06-01,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 5,Fiscal: DR. RAMIRO GONZALEZ,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 1
CFP 1488/2023,1,2023-05-08,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 1,Fiscal: DR. FRANCO PICARDI,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 5
CFP 1360/2023,1,2023-04-25,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 10,Fiscal: DR. EDUARDO RAUL TAIANO (SUBROGANTE),FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 8
CFP 1326/2023,1,2023-05-09,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 10,Fiscal: DR. EDUARDO RAUL TAIANO (SUBROGANTE),FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 8
CFP 1320/2023,1,2025-04-10,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 3,Fiscal: DR. RAMIRO GONZALEZ,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 1
CFP 1320/2023,2,2024-11-29,CAMARA FEDERAL DE CASACION PENAL SALA 4,Fiscal: DR. JAVIER AUGUSTO DE LUCA,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 4
CFP 1320/2023,3,2024-11-27,CAMARA FEDERAL DE CASACION PENAL SALA 4,Fiscal: DR. JAVIER AUGUSTO DE LUCA,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 4
CFP 1320/2023,4,2024-04-19,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4,Fiscal: DR. ABEL CORDOBA,FISCALIA ANTE LOS TRIB. ORALES EN LO CRIM. FED. N° 2
CFP 1320/2023,5,2023-04-21,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 2,Fiscal: DR. CARLOS ERNESTO STORNELLI,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 4
CFP 1313/2023,1,2023-04-21,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 9,Fiscal: DR GUILLERMO F. MARIJUAN,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 9
CFP 946/2023,1,2023-05-09,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 946/2023,2,2023-05-09,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 946/2023,3,2023-05-08,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 12,Fiscal: DR. FEDERICO DELGADO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 6
CFP 912/2023,1,2023-03-23,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR. GERARDO DAVID POLLICITA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 11
CFP 910/2023,1,2023-11-22,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 910/2023,2,2023-03-23,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 9,Fiscal: DR GUILLERMO F. MARIJUAN,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 9
CFP 892/2023,1,2023-03-22,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR. GERARDO DAVID POLLICITA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 11
CFP 852/2023,1,2023-03-22,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 10,Fiscal: DR. EDUARDO RAUL TAIANO (SUBROGANTE),FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 8
