tribunal_id,nombre,domicilio_sede,contacto,jurisdiccion_id,fuero
260,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 19,"Lavalle 1171, 9º Piso (C1048AAC), Ciudad Autónoma de Buenos Aires, 4379-2182/2184",Email: tocriminal19@pjn.gov.ar,2,Criminal y Correccional
261,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 2,"Talcahuano 550, 6º Piso (C1013AAL), Ciudad Autónoma de Buenos Aires",Tel: 4372-5234 | Email: tocriminal2@pjn.gov.ar,2,Criminal y Correccional
262,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 20,"Lavalle 1171, 9º Piso (C1048AAC), Ciudad Autónoma de Buenos Aires, 4124-0929/36",Email: tocriminal20@pjn.gov.ar,2,Criminal y Correccional
263,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 21,"Lavalle 1171, 4º Piso Contrafrente (C1048AAC), Ciudad Autónoma de Buenos Aires, tel: 39888255 cel: 1157031187 ó 1123706166",Email: tocriminal21@pjn.gov.ar,2,Criminal y Correccional
264,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 22,"Comodoro Py 2002, 6º Piso (C1104BEN), Ciudad Autónoma de Buenos Aires, 4032-7299/7300",Email: tocriminal22@pjn.gov.ar,2,Criminal y Correccional
265,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 24,"Paraguay 1536, 9º Piso (C1061ABD), Ciudad Autónoma de Buenos Aires, 4811-6164/ 4813-7739 / 4811-6473",Email: tocriminal24@pjn.gov.ar,2,Criminal y Correccional
266,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 25,"Paraguay 1536, 3º Piso (C1061ABD), Ciudad Autónoma de Buenos Aires, 4813-4663 / 4813-6291 / 4812-1006",Email: tocriminal25@pjn.gov.ar,2,Criminal y Correccional
267,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 26,"Paraguay 1536, 4º Piso (C1061ABD), Ciudad Autónoma de Buenos Aires, 4812-3575/5020",Email: tocriminal26@pjn.gov.ar,2,Criminal y Correccional
268,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 27,"Paraguay 1536, 4° Piso (C1061ABD), Ciudad Autónoma de Buenos Aires, 4812-0344/4531",Email: tocriminal27@pjn.gov.ar,2,Criminal y Correccional
269,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 28,"Paraguay 1536, 3º Piso (C1061ABD), Ciudad Autónoma de Buenos Aires, 4812-0525/0883",Email: tocriminal28@pjn.gov.ar,2,Criminal y Correccional
270,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 29,"Paraguay 1536, 2º piso (C1061ABD), Ciudad Autónoma de Buenos Aires, 4811-9356/4813-7312",Email: tocriminal29@pjn.gov.ar,2,Criminal y Correccional
271,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 3,"Talcahuano 550, 6º Piso of. 6073 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4372-1582/4843",Email: tocriminal3@pjn.gov.ar,2,Criminal y Correccional
272,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 30,"Paraguay 1536, 2º piso (C1061ABD), Ciudad Autónoma de Buenos Aires, 4813-0956 4811-4672/7163",Email: tocriminal30@pjn.gov.ar,2,Criminal y Correccional
273,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 4,"Talcahuano 550, 6º Piso oficina 6115 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4371-2119/2123",Email: tocriminal4@pjn.gov.ar,2,Criminal y Correccional
274,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 5,"Talcahuano 550, 6º Piso Of. 6130 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4371-3665/4372-9266",Email: tocriminal5@pjn.gov.ar,2,Criminal y Correccional
275,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 7,"Talcahuano 550, 6º Piso of. 6134 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4372-2594/4-371-4795",Email: tocriminal7@pjn.gov.ar,2,Criminal y Correccional
276,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 8,"Talcahuano 550, 6º Piso (C1013AAL), Ciudad Autónoma de Buenos Aires, 4373-0125 / 4371-8748",Email: tocriminal8@pjn.gov.ar,2,Criminal y Correccional
277,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 9,"Talcahuano 550, 6º Piso of 6116 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4371-2165/9174",Email: tocriminal9@pjn.gov.ar,2,Criminal y Correccional
278,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONALL 10,"Talcahuano 550, 6º Piso Puerta 6084 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4375-0883/4371-0705/4371-0750/4372-2256",Email: tocriminal10@pjn.gov.ar,2,Criminal y Correccional
279,TRIBUNAL ORAL EN LO PENAL ECONOMICO 1,"Comodoro Py 2002, 3 (C1104BEN), Ciudad Autónoma de Buenos Aires",Tel: 4032-7345 | Email: topenalec1@pjn.gov.ar,1,Penal Económico
280,TRIBUNAL ORAL EN LO PENAL ECONOMICO 2,"Comodoro Py 2002 (C1104BEN), Ciudad Autónoma de Buenos Aires, Secretaria de juicio - 4032-7354 Secretaría de Ejecución - 4032-7589",Email: topenalec2@pjn.gov.ar,1,Penal Económico
281,TRIBUNAL ORAL EN LO PENAL ECONOMICO 3,"Comodoro Py 2002, 7° piso (C1104BEN), Ciudad Autónoma de Buenos Aires, 4032-7363 / 7362",Email: topenalec3@pjn.gov.ar,1,Penal Económico
